noise,,kyoto_0,kyoto_0,result_11,result_11,result_13,result_13,result_3,result_3,result_5,result_5,result_7,result_7
type,,GP,RP,GP,RP,GP,RP,GP,RP,GP,RP,GP,RP
fitness,count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
fitness,mean,0.1485635716872716,0.4108470735391598,0.000750667291306147,0.20063632292169142,0.0019285233390792709,0.29932459638045417,0.0054715584905430685,0.21487646982598868,0.019616580237188225,0.3893881913967064,0.002433448596411546,0.44507665445072453
fitness,std,6.593197728529023e-05,0.0006825332309659141,0.0006624720166563442,0.0008409735969951917,0.0018609192263168261,0.0011174323251140498,0.0021256706061044024,0.0013476795649372375,0.015660448625745563,0.0013980374946355567,0.0014865743144376242,0.0009175167369815763
fitness,min,0.14846422052604058,0.409998628706975,6.343870912212093e-05,0.19958591077007573,0.0005898270044816352,0.29770184910848424,0.0018610683652523694,0.21180059058244435,0.004323606102168159,0.3868823849131339,0.00074637934577056,0.4433738476710156
fitness,25%,0.14853328939542984,0.41022378254069763,0.00018899480355599862,0.2000387245971812,0.0007205327744698117,0.2985902651928865,0.00427876201010765,0.21423809319991055,0.007829737350289195,0.38838800953850056,0.001505368052132449,0.4443767050575249
fitness,50%,0.14854048617032578,0.4109293784189086,0.0005541658016355407,0.20024684723759106,0.0013718704850247932,0.29919164904714357,0.005965039240344051,0.21507202390526786,0.010219248116686317,0.38961954811819166,0.0020475256466962292,0.4452961727666668
fitness,75%,0.14859311092312305,0.4113841796259574,0.001236157144972206,0.20142398056526933,0.0022772580177796526,0.2998417215724238,0.007004590771384373,0.21585755233828174,0.03567543016501038,0.3901032805590848,0.002783247721897402,0.445669436121905
fitness,max,0.1487071464356337,0.411811007151304,0.0019509202911630818,0.20193168357146277,0.0067890333922916496,0.3014824357384886,0.008282786317012226,0.2161655506211525,0.041282201788784445,0.3916396833038949,0.004982398337010642,0.44627048392564655
